,freq_p_change,control_cum_log_real_sales_lag1,control_cum_log_real_sales_lag2,control_cum_log_real_sales_lag3,control_cum_log_real_sales_lag4,std_MP_median_lag1,std_MP_median_lag2,std_MP_median_lag3,std_MP_median_lag4,upstreamness,std_MP_median,std_MP_median_upstreamness
0,-0.17802130364734498,-0.6971210351787253,-0.48106942121911384,-0.35042880266583054,-0.00044813755338036614,-0.022128708159459203,-0.0023177178285009154,-0.0005599247037425637,0.009788732689720508,0.004307418012899489,-0.01129594061747227,0.0005851411693851722
1,-0.013126946429847854,-0.7054491112246116,-0.5165710879137934,-0.12705414246667815,-0.027079757937842917,-0.011256168744753669,-0.003456218327598261,0.007976427543160745,-0.0012013044209814407,0.0060653253388136645,-0.017045895415339945,-0.00029876096796286375
2,-0.2269923064274449,-0.7429370074483947,-0.2976553267097795,-0.1677756133538147,-0.04623749182559686,-0.014747696095370836,0.004213659024426394,-0.0003941311838858382,0.007873773941970369,0.00852708002771591,-0.017473285380904133,-0.001133968462044028
3,0.1365780719996294,-0.5502757630403523,-0.39144544597489345,-0.274156442266973,-0.18501520826129253,-0.008414668500692411,-0.0038103344687212886,0.007040221628007222,0.007416864089936399,0.009247040211405015,-0.014435905440314097,-0.00189479546561119
4,-0.21593126742446844,-0.7309292426035636,-0.5281670927660739,-0.38776159335086335,-0.03630301882988054,-0.020856704681846788,0.0006140015452049749,0.008843308353760584,0.01678791723591598,0.011746603662195442,-0.009791550519719118,-0.0025555561314172183
5,0.0665411439117728,-0.7486611578790557,-0.5635700826096531,-0.18395268386554475,-0.061612802495177026,-0.00844575859653298,0.003592578192749676,0.014414317482580222,0.0038389723373238823,0.012817138217767992,-0.0053980155452684735,-0.0030905646122149836
6,-0.16147939578653864,-0.7755910758663935,-0.35473732026861093,-0.2123494228552809,-0.07260511054818462,-0.006204568010574431,0.009805739520571977,0.00430522167029694,0.011118691170509083,0.013992212342863535,-0.003113095443111438,-0.0034741350607573546
7,0.33247185728914697,-0.5985634358838963,-0.43751241354198434,-0.3095947771402257,-0.20337914635346505,-0.0020752517600627677,0.0015667166499846077,0.009128765054251293,0.007465404636917222,0.014260666624836178,-0.004075092796347883,-0.0036935302814244627
8,-0.05151257940254677,-0.7547260195619291,-0.5549907641653887,-0.408160236604242,-0.053710270842123424,-0.019399958788195826,0.0009497281232241688,0.013789997554489227,0.035151599021000214,0.017579592394408688,-0.00654434081588003,-0.003787807685105487
9,0.20329958929018602,-0.7685506005245911,-0.583073108552258,-0.20723873311292437,-0.07603189315222462,-0.01144392943612832,0.006893137164165746,0.0338646819858982,0.014818200469600577,0.02014316127159817,-0.008061680369560708,-0.0038089733343168704
10,-0.07887952453671858,-0.7885166830175938,-0.3772714583522779,-0.23098520913228823,-0.08390512685192328,-0.007939487419763473,0.025013298509055218,0.018497491642193324,0.030808906414013758,0.020867731166688417,-0.006167952325242731,-0.0038090332915750535
11,0.39150978518930923,-0.6178766603707294,-0.45560145659338247,-0.3223826604083526,-0.20709984024003225,0.01013025156257836,0.011409264303632604,0.02779309433303173,0.013999741798656104,0.02053116410796352,0.0015960024492210779,-0.0038399936193964776
12,-0.0696851536110328,-0.7676329261803079,-0.5680023983331007,-0.4170957010001054,-0.0682084468248366,-0.0039137146835863355,0.020798230332095487,0.01774329606871916,0.03664969111642155,0.023076163014926546,0.017689343085977898,-0.003953860380297587
